trial_number,timestamp,objective_value,epochs,prop_epochs,lr,prop_lr,batch_size,embedding_k,gamma,G,verbose,test_ratio,unbiased_test_ratio,seed,save_results,beta,bmse_weight,ece_weight,n_bins,ECE,BMSE,DR_Bias,DR_Variance,MSE,MAE
0,2025-07-28 18:11:47,,150,100,0.005,0.005,128,4,0.1,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.19967618584632874,1.166347861289978,0.0007346054771915078,1.0997532626788598e-05,0.03121645376086235,0.1295262724161148
1,2025-07-28 18:13:19,,150,100,0.01,0.001,256,16,0.01,1,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.1961115300655365,1.1483126878738403,0.0025200480595231056,4.6923472837079316e-05,0.15127553045749664,0.29593291878700256
2,2025-07-28 18:14:38,,150,100,0.1,0.01,128,8,0.05,6,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.17878209054470062,0.6824408173561096,0.017877858132123947,1.461614101572195e-05,0.08234672993421555,0.21111728250980377
3,2025-07-28 18:19:56,,150,100,0.001,0.01,256,32,0.05,6,False,0.2,0.2,2024,,10,1.0,10.0,10,0.19160084426403046,1.2487808465957642,0.005512899253517389,4.956126940669492e-05,0.1724388748407364,0.31871718168258667
4,2025-07-28 18:20:53,,150,100,0.05,0.01,256,8,0.01,4,False,0.2,0.2,2024,,5,1.0,10.0,10,0.19668227434158325,1.0673737525939941,0.0014248003717511892,1.644575058890041e-05,0.04990018904209137,0.162507101893425
5,2025-07-28 18:22:17,,150,100,0.005,0.01,256,16,0.2,6,False,0.2,0.2,2024,,1,1.0,10.0,10,0.20214317739009857,2.0674080848693848,0.06914623826742172,7.568043656647205e-05,0.1389893889427185,0.2812808156013489
6,2025-07-28 18:23:39,,150,100,0.01,0.01,256,4,0.2,4,False,0.2,0.2,2024,,5,1.0,10.0,10,0.19863630831241608,1.19082772731781,0.006492967717349529,1.2627644537133165e-05,0.03235480934381485,0.13052645325660706
7,2025-07-28 18:30:28,,150,100,0.005,0.01,64,16,0.2,2,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.17303508520126343,0.6631441712379456,0.009611265733838081,2.35332172451308e-05,0.13652725517749786,0.27935540676116943
8,2025-07-28 18:33:22,,150,100,0.005,0.001,256,32,0.1,4,False,0.2,0.2,2024,,5,1.0,10.0,10,0.19616523385047913,1.3001461029052734,0.01578351855278015,5.5722888646414503e-05,0.1730075180530548,0.32104262709617615
9,2025-07-28 18:41:53,,150,100,0.005,0.01,64,32,0.1,2,False,0.2,0.2,2024,,1,1.0,10.0,10,0.1944718211889267,1.3811297416687012,0.010996611788868904,6.345572910504416e-05,0.17978252470493317,0.329618364572525
10,2025-07-28 18:46:59,,150,100,0.001,0.005,128,4,0.1,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.19879263639450073,1.2598177194595337,0.01783742755651474,2.822602073138114e-05,0.06850622594356537,0.18814875185489655
11,2025-07-28 18:49:05,,150,100,0.01,0.005,128,4,0.2,8,False,0.2,0.2,2024,,5,1.0,10.0,10,0.2032659649848938,1.5495378971099854,0.042505983263254166,5.091663479106501e-05,0.09207047522068024,0.21774214506149292
12,2025-07-28 18:51:08,,150,100,0.01,0.1,128,4,0.2,4,False,0.2,0.2,2024,,10,1.0,10.0,10,0.19644589722156525,1.3692706823349,0.00017062315600924194,1.0976425983244553e-05,0.0325029231607914,0.1311541497707367
13,2025-07-28 18:52:32,,150,100,0.1,0.05,128,4,0.1,2,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.17512938380241394,0.7281814813613892,0.020504718646407127,1.1089819963672198e-05,0.0659109503030777,0.18911051750183105
14,2025-07-28 18:54:51,,150,100,0.05,0.005,64,4,0.2,1,False,0.2,0.2,2024,,5,1.0,10.0,10,0.19505979120731354,1.07404363155365,0.0005218790611252189,1.2505169252108317e-05,0.04363301768898964,0.15428437292575836
15,2025-07-28 18:55:52,,150,100,0.01,0.1,256,4,0.1,8,False,0.2,0.2,2024,,10,1.0,10.0,10,0.19323165714740753,1.0415369272232056,0.008027246221899986,1.0921912689809687e-05,0.03891056776046753,0.14305289089679718
16,2025-07-28 18:57:31,,150,100,0.01,0.05,128,4,0.01,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2059779167175293,1.34452486038208,0.0010636483784765005,1.9092141883447766e-05,0.03385596349835396,0.13391131162643433
17,2025-07-28 18:59:34,,150,100,0.005,0.005,128,4,0.05,4,False,0.2,0.2,2024,,5,1.0,10.0,10,0.20183192193508148,1.1402491331100464,0.0036650458350777626,1.4773193470318802e-05,0.03509892150759697,0.13689203560352325
18,2025-07-28 19:00:36,,150,100,0.05,0.005,256,8,0.2,2,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.19594720005989075,1.1072993278503418,0.002631484530866146,1.2848538972320966e-05,0.04317618906497955,0.15275289118289948
19,2025-07-28 19:05:48,,150,100,0.001,0.001,64,4,0.1,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.1973099708557129,0.9636839628219604,0.007043135818094015,9.625064194551669e-06,0.032439086586236954,0.13126283884048462
20,2025-07-28 19:06:28,,150,100,0.1,0.05,256,4,0.1,2,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.19814780354499817,1.516561508178711,0.003773521399125457,1.864500154624693e-05,0.045909736305475235,0.15802840888500214
21,2025-07-28 19:11:49,,150,100,0.001,0.001,64,4,0.1,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19838020205497742,1.0108481645584106,0.006753182504326105,9.532390322419815e-06,0.031193021684885025,0.1293295919895172
22,2025-07-28 19:17:05,,150,100,0.001,0.001,64,4,0.1,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19029852747917175,0.7800459861755371,0.007002626545727253,7.053731678752229e-06,0.03043639287352562,0.12768109142780304
23,2025-07-28 19:22:35,,150,100,0.001,0.001,64,4,0.1,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19900617003440857,1.0395969152450562,0.006229068618267775,1.0175495845032856e-05,0.03216969221830368,0.1305757313966751
24,2025-07-28 19:28:18,,150,100,0.001,0.001,64,4,0.1,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19361154735088348,0.865737795829773,0.006697099190205336,8.57973918755306e-06,0.032590772956609726,0.13159535825252533
25,2025-07-28 19:35:16,,150,100,0.001,0.001,64,4,0.1,8,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19533848762512207,0.9601969122886658,0.00022766889014746994,1.525125298940111e-05,0.04617306590080261,0.15410396456718445
26,2025-07-28 19:56:16,,150,100,0.001,0.001,64,32,0.1,1,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19852349162101746,1.4241660833358765,0.017866576090455055,6.385386222973466e-05,0.18560750782489777,0.33533531427383423
27,2025-07-28 20:04:07,,150,100,0.001,0.001,64,8,0.1,10,False,0.2,0.2,2024,,1,1.0,10.0,10,0.1976747214794159,1.3517245054244995,0.026249252259731293,4.026142414659262e-05,0.1025758758187294,0.23520615696907043
28,2025-07-28 20:12:18,,150,100,0.005,0.1,64,16,0.1,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.26364463567733765,12609354752.0,1651.7164306640625,189642.71875,0.15532425045967102,0.3010980486869812
29,2025-07-28 20:18:53,,150,100,0.001,0.001,64,16,0.01,1,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.19591517746448517,1.1121047735214233,0.003247802145779133,3.934168125852011e-05,0.12213597446680069,0.2613133490085602
30,2025-07-28 20:22:23,,150,100,0.001,0.005,128,4,0.1,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19410096108913422,0.9082114100456238,0.006481796968728304,7.862140591896605e-06,0.030397597700357437,0.12663935124874115
31,2025-07-28 20:25:29,,150,100,0.001,0.005,128,4,0.1,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.2021763026714325,1.1742146015167236,0.003436669474467635,1.0648179340932984e-05,0.029738368466496468,0.1261734962463379
32,2025-07-28 20:29:00,,150,100,0.001,0.005,128,4,0.1,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.1933787316083908,0.8836761116981506,0.006740818731486797,8.185389560821932e-06,0.031126637011766434,0.1287858635187149
33,2025-07-28 20:32:28,,150,100,0.001,0.005,128,4,0.1,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.201471745967865,1.1724951267242432,0.0013828438241034746,1.1076310329372063e-05,0.030293740332126617,0.12678301334381104
34,2025-07-28 20:35:48,,150,100,0.001,0.005,128,4,0.1,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19614888727664948,0.9676377177238464,0.004651677329093218,9.455230610910803e-06,0.031948018819093704,0.129957914352417
35,2025-07-28 20:39:08,,150,100,0.001,0.005,128,4,0.05,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19594700634479523,0.917910099029541,0.0077880374155938625,8.886611794878263e-06,0.030197521671652794,0.1272740662097931
36,2025-07-28 20:43:18,,150,100,0.001,0.005,128,8,0.05,6,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19621732831001282,0.9792977571487427,0.00480623496696353,1.761822022672277e-05,0.056692760437726974,0.17342887818813324
37,2025-07-28 20:46:41,,150,100,0.001,0.005,128,4,0.05,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.19950109720230103,1.0648831129074097,0.004291516728699207,1.0630751603457611e-05,0.030532291159033775,0.12689873576164246
38,2025-07-28 20:49:16,,150,100,0.1,0.005,128,32,0.05,4,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.1938171088695526,1.5706908702850342,0.02272568643093109,6.026247137924656e-05,0.20840522646903992,0.35806500911712646
